0.000000000000000000e+00,1.387999999999999901e+00,1.387999999999999901e+00,0.000000000000000000e+00
1.953852170512319388e-03,1.607275038219677432e+00,1.319370942510754707e+00,2.879040957089226693e-01
3.907704341024638775e-03,1.721513917613019862e+00,1.250741885021509514e+00,4.707720325915104032e-01
5.861556511536958163e-03,1.664000860429984296e+00,1.182112827532264321e+00,4.818880328977199201e-01
7.815408682049277550e-03,1.430680412124841983e+00,1.113483770043019128e+00,3.171966420818227439e-01
9.769260852561596070e-03,9.993663647094935820e-01,9.625840829096596885e-01,3.678228179983386581e-02
1.172311302307391633e-02,5.460495273949808048e-01,8.031008994915915800e-01,-2.570513720966107751e-01
1.367696519358623658e-02,1.865128382217582370e-01,6.436177160735234715e-01,-4.571048778517652345e-01
1.563081736409855510e-02,-6.258107546159741297e-03,4.841345326554554740e-01,-4.903926402016152153e-01
1.758466953461087362e-02,1.924962002101571201e-03,3.466952343706351525e-01,-3.447702723685335813e-01
1.953852170512319214e-02,1.410262930254055358e-01,2.143915302530867151e-01,-7.336523722768119316e-02
2.149237387563551413e-02,3.068934909628413532e-01,8.208782613553805563e-02,2.248056648273032698e-01
2.344622604614783265e-02,4.074622942782054613e-01,-3.349833789597195244e-02,4.409606321741774138e-01
2.540007821666015117e-02,4.036374012453854410e-01,-9.260236605396959808e-02,4.962397672993550390e-01
2.735393038717247316e-02,2.187691684655125590e-01,-1.517063942119673270e-01,3.704755626774798860e-01
2.930778255768479168e-02,-1.012598022915298379e-01,-2.108104223699649726e-01,1.095506200784351347e-01
3.126163472819711020e-02,-4.539958030030377123e-01,-2.626540868204927937e-01,-1.913417161825449186e-01
3.321548689870942872e-02,-6.899654998716268084e-01,-2.675387172467735830e-01,-4.224267826248532254e-01
3.516933906922174724e-02,-7.718210757756405194e-01,-2.724233476730543724e-01,-4.993977281025862025e-01
3.712319123973406576e-02,-6.714811919126382200e-01,-2.773079780993351617e-01,-3.941732138133031138e-01
3.907704341024638428e-02,-4.265645130503838978e-01,-2.814221744231520939e-01,-1.451423386272317761e-01
4.103089558075870974e-02,-1.099274129448642723e-01,-2.667682831443096703e-01,1.568408701994453980e-01
4.298474775127102826e-02,1.494893738748551693e-01,-2.521143918654672467e-01,4.016037657403224159e-01
4.493859992178334678e-02,2.623889087614771909e-01,-2.374605005866248786e-01,4.998494093481020695e-01
4.689245209229566530e-02,1.929281968434903294e-01,-2.228066093077825105e-01,4.157348061512728399e-01
4.884630426280798382e-02,-2.843598779429692969e-02,-2.083835060617911239e-01,1.799475182674941942e-01
5.080015643332030234e-02,-3.154639362558940285e-01,-1.939738463042627870e-01,-1.214900899516312416e-01
5.275400860383262086e-02,-5.581686097999769558e-01,-1.795641865467344223e-01,-3.786044232532425613e-01
5.470786077434494632e-02,-6.627468901253044109e-01,-1.651545267892060298e-01,-4.975923633360983533e-01
5.666171294485726484e-02,-5.907735014206055846e-01,-1.557300058662494657e-01,-4.350434955543561188e-01
5.861556511536958336e-02,-3.609594493353995848e-01,-1.471819026202580705e-01,-2.137775467151414865e-01
6.056941728588190188e-02,-5.315285499411627479e-02,-1.386337993742666752e-01,8.548094438015040042e-02
6.252326945639422040e-02,2.234676944649985342e-01,-1.300856961282753077e-01,3.535533905932738419e-01
6.447712162690653892e-02,3.686481513246455677e-01,-1.239906698698251125e-01,4.926388211944706663e-01
6.643097379741885744e-02,3.333072897261447620e-01,-1.186873568355773928e-01,4.519946465617221687e-01
6.838482596793117596e-02,1.330650523135630814e-01,-1.133840438013296870e-01,2.464490961148927683e-01
7.033867813844349448e-02,-1.569502009821437949e-01,-1.079416308173641037e-01,-4.900857016477970507e-02
7.229253030895581300e-02,-4.284222642614012866e-01,-1.018358427845131031e-01,-3.265864214768881557e-01
7.424638247946813152e-02,-5.807456813489341174e-01,-9.573005475166210254e-02,-4.850156265972719871e-01
7.620023464998045004e-02,-5.561206661361804970e-01,-8.962426671881110196e-02,-4.664963994173693673e-01
7.815408682049276856e-02,-3.619777250354181408e-01,-8.419260852561596953e-02,-2.777851165098021435e-01
8.010793899100510096e-02,-7.436430947730121588e-02,-8.663492373875637809e-02,1.227061426145516741e-02
8.206179116151741948e-02,2.087724132943193367e-01,-8.907723895189678665e-02,2.978496522462161233e-01
8.401564333202973800e-02,3.832445361314810173e-01,-9.151955416503718133e-02,4.747640902965182264e-01
8.596949550254205652e-02,3.845082984879268917e-01,-9.396186937817757601e-02,4.784701678661044677e-01
8.792334767305437504e-02,2.208283490642672375e-01,-8.678744622604607495e-02,3.076157952903132986e-01
8.987719984356669356e-02,-5.492666342291453035e-02,-7.946050058662489091e-02,2.453383716371036055e-02
9.183105201407901208e-02,-3.396323648907513815e-01,-7.213355494720369299e-02,-2.674988099435476885e-01
9.378490418459133060e-02,-5.267463755634256284e-01,-6.480660930778250894e-02,-4.619397662556430917e-01
9.573875635510364912e-02,-5.466347959539534784e-01,-5.878373093468904770e-02,-4.878510650192643960e-01
9.769260852561596764e-02,-3.887016518466615000e-01,-5.292217442315208520e-02,-3.357794774235093871e-01
9.964646069612828616e-02,-1.082659555112231858e-01,-4.706061791161512964e-02,-6.120533759960805620e-02
1.016003128666406047e-01,1.944993070129193702e-01,-4.119906140007816714e-02,2.356983684129975443e-01
1.035541650371529232e-01,4.035038205234520725e-01,-4.310833007430586034e-02,4.466121505977579398e-01
1.055080172076652417e-01,4.475722205670598641e-01,-4.701603441533049044e-02,4.945882549823903407e-01
1.074618693781775602e-01,3.111998027193799699e-01,-5.092373875635512748e-02,3.621235414757351112e-01
1.094157215486898926e-01,4.505215162206707008e-02,-5.249300938599913563e-02,9.754516100806620571e-02
1.113695737192022112e-01,-2.480309522703852410e-01,-4.541029526789198967e-02,-2.026206570024932652e-01
1.133234258897145297e-01,-4.671918861499200770e-01,-3.832758114978484371e-02,-4.288643050001352264e-01
1.152772780602268482e-01,-5.298900953710229400e-01,-3.124486703167769427e-02,-4.986452283393452145e-01
1.172311302307391667e-01,-4.112163138929451622e-01,-2.471108721157605145e-02,-3.865052266813691073e-01
1.191849824012514852e-01,-1.556251507358855368e-01,-2.226877199843564983e-02,-1.333563787374498766e-01
